,State,Account Length,Area Code,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Eve Mins,Eve Calls,Night Mins,Night Calls,Intl Mins,Intl Calls,CustServ Calls
1112,ID,82,408,no,no,0,101.0,93,155.6,104,304.4,93,13.3,2,0
1113,IA,152,415,no,no,0,206.3,98,292.8,82,43.7,121,10.6,4,1
1114,TN,108,408,no,yes,15,165.1,85,267.0,93,250.7,114,10.9,4,1
1115,OH,98,408,no,no,0,165.0,129,202.6,113,172.3,94,12.5,7,1
1116,IL,130,415,no,no,0,155.9,95,256.1,97,262.9,103,11.7,3,3
1117,FL,136,408,yes,no,0,199.2,122,214.7,114,150.9,105,11.8,7,1
1118,MA,47,415,no,no,0,155.3,116,188.2,85,247.0,73,12.3,4,3
1119,OK,189,415,no,no,0,208.3,106,236.7,123,179.1,120,11.3,5,3
1120,KY,107,415,no,no,0,157.1,79,162.6,124,150.0,138,12.1,6,1
1121,MI,91,415,no,no,0,154.4,165,168.3,121,239.9,81,11.7,4,5
1122,NE,159,415,no,no,0,189.1,105,246.1,147,242.0,106,10.4,5,1
1123,VA,11,408,no,yes,24,131.5,98,230.2,111,283.7,87,10.0,3,2
1124,NY,167,415,no,no,0,166.4,85,243.2,135,229.2,95,9.9,5,1
1125,MT,111,408,no,no,0,142.3,75,122.8,106,229.5,94,12.8,9,2
1126,VT,99,408,no,yes,19,87.7,103,223.0,86,182.3,112,7.3,4,2
1127,KS,159,415,no,yes,19,184.1,78,194.5,71,225.6,101,16.9,3,0
1128,VA,114,415,yes,yes,31,174.5,104,224.2,92,116.3,91,12.3,10,2
1129,AL,71,415,no,no,0,103.3,103,138.5,79,164.8,98,9.0,2,2
1130,PA,122,415,no,no,0,35.1,62,180.8,89,251.6,58,12.7,2,1
1131,AL,100,408,no,yes,25,246.6,94,141.4,112,189.8,109,13.0,5,1
1132,WV,83,415,no,yes,37,78.5,109,210.5,101,179.7,102,11.8,4,1
1133,NV,64,408,no,no,0,148.1,73,164.9,101,216.0,125,12.3,2,5
1134,TN,105,408,no,no,0,206.2,84,256.4,138,117.1,91,9.0,3,1
1135,ID,144,415,no,yes,33,251.6,87,197.6,118,209.2,97,12.2,3,2
1136,WY,106,415,yes,yes,26,270.3,111,215.2,90,254.0,133,14.4,7,1
1137,TX,19,510,no,yes,34,156.6,97,224.2,97,260.9,135,11.3,1,1
1138,MA,46,408,no,no,0,139.4,81,223.7,113,173.1,77,13.6,6,1
1139,IL,127,510,no,no,0,220.2,108,188.4,124,172.7,113,11.7,3,2
1140,LA,9,415,no,yes,39,214.1,108,169.2,115,189.7,117,10.1,3,1
1141,CO,157,415,no,no,0,196.0,74,213.4,96,196.8,81,7.9,6,1
1142,UT,105,415,no,no,0,106.4,71,240.1,83,147.7,114,5.3,4,6
1143,MI,105,415,no,yes,29,179.4,113,275.4,100,246.1,105,10.0,5,0
1144,NH,155,408,no,no,0,216.7,30,144.3,125,135.3,106,10.8,1,2
1145,ID,31,415,no,no,0,177.3,129,152.8,105,162.9,92,5.1,2,0
1146,WA,161,415,no,no,0,151.6,117,219.4,87,224.7,68,4.0,5,1
1147,MN,95,408,no,yes,32,262.2,123,165.2,82,194.3,57,10.6,5,0
1148,NY,122,415,no,no,0,173.6,110,91.7,84,211.7,103,9.7,7,3
1149,MD,37,415,yes,no,0,106.6,76,147.4,89,235.8,113,9.6,8,2
1150,GA,132,415,no,no,0,193.3,106,128.3,94,162.1,119,11.6,4,5
1151,HI,119,408,no,yes,24,217.2,94,138.7,52,139.3,85,11.3,4,0
1152,AL,16,408,no,no,0,209.5,89,172.8,85,94.1,102,8.8,4,1
1153,CT,99,408,no,no,0,95.4,105,207.2,101,136.0,117,5.6,5,1
1154,CO,76,408,no,yes,26,214.6,110,205.2,87,134.6,140,8.1,2,1
1155,KS,167,415,no,no,0,131.6,120,211.3,96,168.3,97,11.1,4,4
1156,NJ,129,415,no,no,0,168.4,117,217.1,129,81.6,100,11.8,7,1
1157,FL,116,408,no,no,0,146.4,123,176.6,113,212.6,102,7.8,5,1
1158,CA,60,415,yes,no,0,183.0,110,206.7,93,203.8,119,11.1,6,1
1159,KS,128,415,no,no,0,103.3,122,245.9,123,161.1,95,6.4,7,0
1160,TX,47,408,no,yes,28,112.2,70,154.8,106,166.7,105,10.6,2,0
1161,MN,40,510,yes,no,0,170.7,55,179.1,108,281.9,89,8.2,9,3
1162,AK,173,510,no,no,0,172.5,78,142.6,91,102.0,63,10.9,2,0
1163,OR,157,510,no,yes,30,194.3,107,243.2,108,322.2,114,7.1,5,1
1164,MS,66,408,no,yes,32,187.8,117,129.8,90,132.3,113,12.0,3,2
1165,VT,50,415,yes,yes,26,307.1,94,289.4,78,174.9,109,8.0,3,0
1166,UT,72,415,no,no,0,118.2,106,167.2,136,214.2,106,12.2,3,3
1167,KS,130,510,no,no,0,154.0,95,205.9,106,233.7,75,12.9,1,1
1168,NV,143,408,no,no,0,155.5,101,213.4,89,237.9,61,7.6,11,1
1169,DE,89,510,yes,no,0,125.6,108,213.0,90,181.7,108,5.4,5,1
1170,IN,108,415,no,no,0,199.3,104,224.2,92,140.1,57,15.2,2,0
1171,TX,32,408,no,no,0,157.9,88,180.8,132,132.5,102,12.8,3,1
1172,MA,166,415,no,no,0,203.4,81,167.7,110,132.0,124,9.2,5,2
1173,VT,109,408,no,no,0,222.2,113,218.5,122,266.0,88,10.9,5,1
1174,CA,72,408,no,yes,39,92.8,98,271.2,115,167.1,83,5.8,7,1
1175,IA,134,415,no,yes,32,216.8,78,102.2,111,174.0,83,8.6,2,0
1176,NH,13,415,no,no,0,193.2,89,194.4,90,186.5,104,9.7,2,4
1177,GA,90,415,no,no,0,113.2,108,189.3,63,271.8,124,14.1,4,3
1178,WI,111,415,no,yes,36,166.2,54,238.8,109,108.8,92,11.2,2,3
1179,CO,101,408,no,yes,23,262.2,101,157.0,80,129.1,100,7.3,14,1
1180,SC,72,415,no,no,0,207.8,92,195.7,110,184.8,124,13.1,4,0
1181,MI,67,510,no,yes,35,245.4,89,148.2,102,274.0,136,7.5,6,1
1182,MD,172,408,no,no,0,287.1,108,178.4,125,153.2,98,14.4,2,3
1183,IN,154,510,no,yes,32,192.3,82,165.3,134,205.0,74,9.0,1,2
1184,ME,69,510,no,no,0,194.2,122,242.1,81,215.8,80,9.7,3,2
1185,DC,123,415,no,no,0,211.0,92,217.0,102,214.8,104,9.8,7,3
1186,TN,130,415,no,yes,12,141.9,92,228.9,102,195.1,101,8.7,5,0
1187,FL,142,415,no,yes,26,220.5,94,239.5,126,254.3,109,5.9,9,2
1188,WA,29,415,no,no,0,157.4,122,145.0,75,281.8,92,9.3,2,1
1189,HI,87,408,no,yes,28,143.5,106,223.5,147,175.4,69,11.2,5,0
1190,NE,149,415,no,no,0,156.0,56,56.0,116,163.3,104,8.9,8,0
1191,TN,146,408,yes,no,0,160.1,63,208.4,112,177.6,98,9.2,3,2
1192,MD,88,415,yes,no,0,235.1,98,251.8,79,285.9,76,7.2,2,4
1193,NM,119,415,yes,yes,15,160.0,95,209.5,110,82.3,107,8.7,5,5
1194,VT,48,510,no,no,0,188.4,63,165.9,89,205.7,71,13.2,2,1
1195,OR,135,415,no,no,0,194.8,97,235.3,118,174.4,126,11.0,3,1
1196,IN,100,510,no,no,0,247.8,117,130.0,95,134.3,125,6.9,2,1
1197,MO,98,415,no,no,0,221.2,80,213.6,104,291.8,89,11.9,3,4
1198,FL,75,510,no,yes,26,118.5,86,213.9,118,132.6,99,13.4,3,2
1199,DC,180,415,no,yes,33,231.8,78,232.9,79,206.9,121,7.6,4,1
1200,VT,100,415,no,yes,25,215.9,90,257.9,92,180.2,157,11.6,4,1
1201,OH,119,415,no,yes,35,217.1,92,220.8,134,249.5,93,8.0,5,2
1202,MO,86,415,no,no,0,83.5,96,221.1,63,349.7,75,12.6,3,0
1203,LA,155,408,no,yes,39,183.3,106,205.1,101,263.7,90,5.1,7,1
1204,IL,78,415,yes,no,0,236.8,141,265.3,101,152.4,77,9.5,2,1
1205,NJ,153,415,no,no,0,193.8,90,195.3,121,182.7,108,8.5,3,1
1206,IA,92,510,no,yes,25,134.0,112,206.0,111,180.6,118,9.7,4,0
1207,WA,13,510,no,yes,25,176.6,65,172.7,96,104.5,128,11.3,5,2
1208,NE,154,415,no,no,0,191.4,93,205.4,119,205.7,121,10.2,3,3
1209,CT,144,510,yes,yes,35,174.8,127,219.6,93,255.8,90,12.8,3,0
1210,WV,48,408,no,no,0,275.2,67,180.2,108,159.0,110,7.9,2,1
1211,ND,94,408,no,no,0,174.0,85,241.1,114,207.8,94,7.9,1,1
1212,UT,139,415,no,no,0,165.0,132,249.7,86,170.3,128,12.6,8,1
1213,MS,126,415,no,no,0,228.7,102,168.7,99,223.5,100,11.8,4,1
1214,MN,122,415,no,no,0,107.9,88,235.8,109,228.6,119,9.5,3,2
1215,NH,139,510,no,no,0,221.3,140,157.8,89,192.5,89,11.3,6,1
1216,LA,95,415,no,no,0,141.1,84,211.4,108,103.7,127,5.9,6,3
1217,ME,80,408,no,yes,31,166.4,92,238.3,74,150.7,84,10.7,4,4
1218,KS,131,415,no,yes,28,249.6,87,227.2,138,239.9,92,7.6,3,3
1219,KS,36,510,no,no,0,178.6,83,213.1,103,198.0,119,10.9,5,1
1220,NV,180,510,no,no,0,139.0,96,224.9,64,170.8,118,15.7,5,2
1221,MT,25,415,no,no,0,134.3,98,202.3,109,195.9,100,12.6,5,2
1222,MT,113,415,no,no,0,215.9,93,240.1,85,156.7,123,4.9,5,3
1223,ID,88,415,no,yes,31,181.6,91,213.2,120,207.8,104,11.4,4,1
1224,AK,120,415,no,no,0,178.4,97,168.3,113,120.5,93,9.3,9,1
1225,UT,74,415,no,no,0,106.4,84,140.2,104,90.9,81,11.4,3,1
1226,AR,109,510,no,no,0,170.7,101,240.2,82,119.0,112,11.4,4,2
1227,LA,162,510,no,yes,33,184.5,139,183.2,78,127.4,106,12.3,6,0
1228,KS,124,510,no,yes,37,161.2,109,204.2,79,231.5,87,8.9,4,1
1229,OR,177,408,no,no,0,84.9,77,257.5,109,210.5,66,7.5,5,2
1230,WI,91,510,no,no,0,217.9,71,230.1,116,232.1,110,10.6,2,1
1231,CO,105,408,no,no,0,270.9,98,226.2,110,178.8,60,8.8,5,0
1232,KS,24,510,no,no,0,243.0,91,183.9,77,184.3,109,15.3,6,0
1233,IL,48,510,no,no,0,128.2,71,48.1,78,116.3,80,8.9,3,0
1234,IA,86,408,no,no,0,126.3,115,168.8,112,154.6,95,9.8,7,2
1235,AZ,163,510,no,no,0,178.7,56,215.7,79,152.7,84,10.6,2,4
1236,NE,91,510,no,no,0,159.0,109,255.1,142,82.4,73,10.1,4,0
1237,ID,56,510,no,no,0,150.9,79,161.8,87,167.7,115,11.7,5,3
1238,OH,147,415,yes,yes,24,219.9,118,208.5,116,352.5,111,8.1,4,3
1239,TX,64,415,no,no,0,168.0,116,192.4,94,166.5,98,10.1,3,2
1240,TN,108,510,no,yes,34,162.1,83,171.8,117,259.8,76,9.6,3,4
1241,OK,159,510,no,no,0,198.8,107,195.5,91,213.3,120,16.5,7,5
1242,ND,136,510,yes,no,0,256.8,90,230.1,104,143.6,82,9.1,10,3
1243,MT,116,415,no,yes,35,182.8,122,212.7,119,193.8,103,11.0,2,1
1244,NC,45,408,no,yes,38,196.8,92,254.2,108,261.8,85,7.7,2,1
1245,MN,122,415,no,no,0,140.1,120,231.4,128,188.1,127,11.2,5,2
1246,MN,138,415,no,no,0,194.3,83,189.9,97,232.2,102,9.0,3,5
1247,MA,132,415,no,no,0,117.6,66,214.0,108,239.5,94,8.8,5,1
1248,PA,101,415,yes,no,0,193.7,108,186.6,98,223.0,100,11.6,8,0
1249,GA,58,510,no,no,0,243.1,105,231.4,108,180.9,120,7.8,4,2
1250,NV,81,415,no,no,0,145.4,132,129.3,91,186.4,109,5.2,4,1
1251,TX,87,415,no,no,0,169.1,105,169.9,102,244.9,106,9.9,10,3
1252,ME,116,510,no,no,0,229.3,93,184.5,111,168.2,91,8.8,3,2
1253,RI,85,415,yes,no,0,197.2,97,211.7,115,210.1,133,8.3,4,4
1254,MN,62,510,no,yes,33,186.4,84,201.0,136,286.7,103,11.1,3,2
1255,NH,90,415,no,no,0,76.1,121,290.3,73,236.9,89,10.8,3,0
1256,TN,98,415,no,no,0,162.8,65,185.0,109,219.5,104,6.0,3,2
1257,UT,73,415,no,no,0,182.3,115,199.2,97,120.2,113,18.0,5,1
1258,RI,107,510,yes,no,0,194.4,83,247.8,84,245.4,93,11.2,7,2
1259,NH,55,408,no,yes,20,189.3,95,118.6,113,250.2,102,12.5,4,2
1260,AK,76,415,no,yes,22,160.1,107,168.7,136,23.2,102,9.5,4,3
1261,NC,30,510,no,no,0,145.0,76,240.7,112,197.1,134,7.1,4,3
1262,AZ,157,415,no,no,0,220.7,105,119.3,127,165.1,113,11.5,7,4
1263,MA,40,408,no,yes,31,224.7,69,134.5,81,120.3,104,7.5,5,1
1264,TN,72,408,no,no,0,147.0,79,162.3,103,162.9,80,10.5,4,1
1265,WY,95,415,no,yes,39,260.8,130,213.4,111,195.6,97,10.1,5,1
1266,IA,42,415,no,no,0,155.4,127,164.1,45,157.7,128,9.0,3,0
1267,IN,86,415,no,no,0,166.2,112,255.3,81,228.1,97,5.4,7,1
1268,NJ,131,415,no,no,0,211.8,115,260.5,102,144.2,96,10.8,7,0
1269,FL,55,510,no,yes,45,130.5,114,208.4,94,141.6,114,11.0,5,4
1270,MT,74,415,no,no,0,162.7,102,292.0,105,183.3,80,8.7,6,0
1271,ND,81,408,yes,yes,37,237.1,76,264.2,125,271.3,120,7.9,3,1
1272,MI,81,408,no,no,0,166.2,102,217.6,112,220.2,68,13.2,2,4
1273,MT,28,415,no,no,0,121.7,48,125.8,112,261.6,122,8.3,2,6
1274,AL,111,510,no,no,0,176.4,62,201.0,124,150.4,138,11.2,2,0
1275,NV,3,510,no,yes,27,67.4,116,244.0,78,281.1,93,11.4,2,2
1276,MI,51,415,no,no,0,229.7,129,336.0,104,192.8,128,9.6,1,1
1277,FL,68,415,no,yes,24,176.0,118,277.9,116,174.7,71,14.7,7,1
1278,NY,163,408,no,no,0,247.7,77,269.5,108,167.3,82,9.6,7,0
1279,KS,87,510,no,no,0,115.4,90,262.6,68,245.7,69,13.1,5,2
1280,NC,58,510,no,no,0,112.2,95,209.6,108,260.9,78,13.9,1,0
1281,MN,109,408,no,no,0,162.6,138,154.0,109,209.7,118,11.5,4,0
1282,RI,111,415,no,no,0,229.4,107,214.1,99,289.6,95,10.4,6,4
1283,UT,144,415,no,no,0,139.6,96,124.2,93,95.6,75,15.0,4,2
1284,OR,135,415,no,no,0,263.8,66,251.3,116,200.1,112,8.4,2,5
1285,SC,109,415,no,yes,46,217.5,123,233.7,84,163.9,99,9.0,3,4
1286,IL,107,415,no,yes,14,114.3,132,199.8,91,194.7,74,7.5,8,1
1287,OH,149,408,no,no,0,196.3,108,136.8,96,154.7,87,7.7,3,2
1288,MA,56,510,no,no,0,253.2,95,188.0,116,142.0,133,4.4,4,1
1289,OR,129,408,no,no,0,98.0,99,240.7,62,254.8,123,10.5,4,0
1290,CA,92,408,no,no,0,249.4,118,211.5,95,169.0,116,9.1,3,0
1291,WV,67,415,no,yes,30,129.6,107,233.0,104,297.0,93,14.5,5,1
1292,VT,120,415,no,no,0,221.3,106,267.6,98,111.5,80,9.3,7,0
1293,ID,166,415,no,no,0,220.7,106,177.8,118,206.1,102,12.4,9,1
1294,OR,66,408,no,no,0,87.6,76,262.0,111,184.6,125,9.2,5,1
1295,GA,76,408,no,no,0,203.6,61,161.7,127,175.9,97,8.4,3,0
1296,ME,79,415,no,no,0,213.6,110,234.9,121,229.6,157,8.8,3,2
1297,HI,98,415,no,yes,31,181.6,112,220.7,100,236.3,121,12.9,4,2
1298,AZ,141,510,no,yes,22,215.4,123,328.7,98,160.5,89,7.8,6,1
1299,UT,49,415,no,no,0,266.3,90,207.8,117,205.0,98,14.0,2,2
1300,IA,46,510,no,no,0,199.2,111,175.1,83,210.6,84,10.2,2,3
1301,CT,137,415,no,no,0,115.0,130,137.8,83,224.0,61,7.3,4,3
1302,WA,171,408,no,no,0,270.5,69,230.0,112,136.0,111,9.6,5,1
1303,VA,10,415,no,no,0,222.2,127,153.1,125,227.4,80,12.9,4,1
1304,CO,88,510,no,no,0,61.9,78,262.6,114,212.5,110,8.8,2,3
1305,LA,89,415,no,no,0,141.1,92,249.1,126,136.0,73,10.8,2,2
1306,TX,82,415,no,no,0,189.2,81,184.4,117,255.8,83,10.6,5,3
1307,SD,139,510,no,no,0,196.0,135,186.0,146,153.0,92,9.8,1,3
1308,VA,87,415,no,no,0,171.6,119,205.0,107,170.6,114,13.8,4,0
1309,NY,137,415,yes,no,0,174.0,123,161.3,115,260.7,98,11.4,3,2
1310,WA,45,510,no,no,0,78.6,106,187.3,110,184.2,111,7.4,5,1
1311,WI,90,415,no,no,0,200.9,92,164.3,91,249.0,98,8.9,7,1
1312,TN,103,415,no,no,0,141.3,123,253.6,87,215.8,96,6.4,2,1
1313,CT,100,415,no,no,0,235.8,130,176.0,69,63.6,122,7.3,1,2
1314,WA,110,510,no,no,0,185.1,100,165.1,88,111.6,104,6.3,4,3
1315,NH,124,415,no,no,0,254.3,113,78.9,104,153.2,69,11.8,2,2
1316,MT,10,510,no,no,0,183.0,103,214.8,77,206.4,73,8.7,6,2
1317,NE,89,415,no,yes,29,163.5,80,274.8,136,381.9,147,7.5,5,2
1318,WA,121,408,no,no,0,207.9,98,210.5,96,109.6,114,7.7,2,2
1319,WI,101,415,no,no,0,248.6,102,174.9,93,207.2,86,6.1,3,3
1320,AR,103,415,no,yes,31,185.4,105,197.6,126,147.1,110,14.5,4,2
1321,WI,51,408,no,no,0,197.8,60,221.0,64,168.6,134,8.9,5,1
1322,DE,2,415,yes,no,0,132.1,42,138.9,88,192.6,119,9.1,1,2
1323,NH,111,510,no,no,0,197.1,117,227.8,128,214.0,101,9.3,11,0
1324,VA,118,415,no,no,0,154.6,112,184.2,105,217.4,102,12.6,5,2
1325,TN,17,510,no,yes,31,153.1,115,185.9,59,224.3,102,10.0,1,6
1326,VA,130,408,no,no,0,211.2,119,231.1,120,220.9,80,6.3,9,2
1327,ID,193,415,no,no,0,96.8,92,142.6,103,210.1,115,10.9,5,2
1328,TN,114,510,no,no,0,172.0,145,276.4,101,193.7,100,10.1,9,1
1329,AZ,137,415,no,no,0,141.1,91,147.2,100,254.7,75,8.0,7,2
1330,MT,185,408,no,yes,29,151.1,121,244.7,88,154.4,91,13.8,2,2
1331,OK,101,408,no,no,0,209.6,107,228.8,96,172.4,85,7.6,2,3
1332,ID,95,415,no,yes,32,247.0,109,125.6,91,226.5,90,10.5,4,3
1333,NV,7,408,no,yes,30,221.4,114,165.8,116,247.0,105,10.8,12,1
1334,KS,126,408,no,no,0,321.3,99,167.9,93,193.6,106,8.0,4,1
1335,WY,71,415,no,no,0,243.7,124,60.0,90,189.0,129,11.3,2,0
1336,MS,124,415,no,no,0,251.5,85,214.2,98,186.1,71,11.1,6,3
1337,WY,97,510,yes,no,0,236.9,107,157.6,105,241.0,120,7.3,2,0
1338,TX,28,415,no,no,0,159.7,79,216.7,131,206.7,116,9.3,3,2
1339,WA,90,415,yes,no,0,148.2,96,220.4,111,134.2,97,9.2,1,4
1340,HI,190,408,no,no,0,150.9,86,268.6,129,179.9,73,14.7,1,1
1341,IL,31,415,no,yes,28,210.5,101,250.5,86,241.6,125,11.5,2,1
1342,AK,52,415,no,yes,24,170.9,71,201.4,80,159.0,124,4.1,5,2
1343,MD,73,510,no,no,0,254.7,80,90.2,79,153.4,60,10.6,8,0
1344,MA,111,415,no,no,0,284.4,89,157.0,113,242.8,91,8.4,8,0
1345,SD,98,415,no,no,0,0.0,0,159.6,130,167.1,88,6.8,1,4
1346,PA,106,408,yes,no,0,133.7,45,187.8,107,181.9,89,10.7,2,1
1347,NC,111,408,no,no,0,224.9,117,191.9,127,229.9,97,10.3,3,0
1348,VT,59,408,no,no,0,151.8,98,209.9,92,266.9,86,11.9,5,1
1349,KY,71,510,no,yes,22,141.4,107,163.0,105,220.0,99,5.6,3,2
1350,WA,55,408,no,no,0,285.7,124,230.9,106,230.7,140,14.8,7,0
1351,LA,13,415,no,no,0,58.4,121,262.2,64,159.0,115,11.9,5,1
1352,WA,136,415,no,yes,16,90.4,105,201.3,109,227.1,115,13.1,4,0
1353,ME,123,408,no,no,0,114.4,91,216.6,123,250.6,102,11.0,3,0
1354,WI,105,408,no,no,0,147.7,103,222.7,78,163.5,102,12.8,3,2
1355,TX,50,408,no,yes,31,302.7,93,240.5,119,193.9,103,13.6,14,3
1356,IA,118,415,no,no,0,136.1,120,204.2,103,228.2,90,11.3,4,1
1357,AZ,97,408,no,no,0,169.7,84,165.9,86,191.9,83,12.8,6,3
1358,ND,51,510,no,no,0,227.2,89,194.4,106,243.4,126,14.9,2,0
1359,VT,73,415,no,no,0,217.8,91,220.6,97,277.3,89,10.3,6,1
1360,HI,35,415,no,no,0,124.2,102,123.9,115,135.7,100,13.1,8,2
1361,WY,64,415,no,no,0,206.2,76,232.4,76,251.6,96,13.6,2,1
1362,WV,63,510,no,no,0,132.9,122,67.0,62,160.4,121,9.9,2,3
1363,OK,117,415,no,yes,31,104.9,115,237.6,125,263.4,104,7.7,6,3
1364,CT,115,415,no,no,0,245.0,97,250.7,75,270.2,124,13.7,8,1
1365,UT,162,408,no,no,0,184.5,118,224.0,95,180.5,82,11.6,3,1
1366,NY,89,415,no,no,0,89.5,66,179.3,104,225.1,116,12.3,1,3
1367,VA,94,415,yes,no,0,235.6,131,194.8,107,170.6,93,8.6,4,1
1368,VT,129,408,no,no,0,186.0,127,262.3,96,98.9,63,11.5,6,4
1369,SD,86,415,no,no,0,223.9,75,155.7,109,150.2,143,7.3,9,1
1370,PA,96,510,no,no,0,179.5,125,162.3,139,264.5,133,6.6,2,1
1371,ND,190,415,no,no,0,169.4,102,253.5,113,197.1,93,8.9,5,1
1372,CT,80,408,no,no,0,118.1,90,144.3,77,225.1,86,8.2,6,1
1373,SC,108,415,no,no,0,112.0,105,193.7,110,208.9,93,4.1,4,4
1374,MI,97,408,no,yes,32,168.4,129,225.9,97,191.8,95,8.5,7,0
1375,VT,84,415,no,yes,42,214.3,112,188.2,107,333.5,117,11.3,10,0
1376,OH,65,415,no,no,0,245.7,139,241.9,113,285.3,117,4.2,5,4
1377,VT,131,415,no,yes,34,156.6,134,71.0,95,261.7,120,13.4,10,1
1378,IL,58,415,yes,yes,43,142.8,96,272.3,100,193.4,105,8.9,4,1
1379,MO,36,415,no,no,0,202.4,115,230.7,115,202.0,127,10.2,2,3
1380,WI,54,415,no,no,0,116.8,119,123.1,123,217.5,101,12.0,2,1
1381,NJ,45,510,no,no,0,155.7,110,260.3,103,192.2,98,11.0,1,1
1382,GA,125,415,no,yes,39,236.1,107,289.2,110,175.4,107,9.1,4,2
1383,VT,72,415,no,yes,21,138.1,113,260.1,83,135.4,118,8.2,2,2
1384,CT,141,408,no,no,0,51.9,108,162.0,83,223.5,115,10.1,3,3
1385,AZ,113,510,no,no,0,81.3,116,220.6,124,235.7,113,8.9,3,0
1386,SD,20,415,no,yes,35,171.5,98,153.1,127,165.6,125,7.1,3,0
1387,CT,212,415,no,no,0,126.0,96,144.3,80,302.8,102,7.6,3,1
1388,IN,99,415,yes,no,0,197.2,127,156.0,92,204.1,99,9.9,6,4
1389,OH,94,510,no,no,0,194.1,62,227.2,54,190.4,115,15.3,4,1
1390,NY,40,510,no,no,0,115.7,105,127.8,113,107.5,91,9.3,6,1
1391,NE,86,510,no,yes,29,157.2,118,196.3,136,226.7,109,8.4,5,3
1392,OK,101,415,no,no,0,269.7,85,207.6,86,214.2,107,4.5,15,3
1393,NC,170,415,no,no,0,246.4,107,228.1,124,166.4,95,9.1,8,0
1394,HI,105,510,no,no,0,227.4,121,268.5,89,143.3,82,13.0,4,1
1395,UT,103,415,no,no,0,189.8,110,115.5,83,191.3,103,12.2,4,0
1396,MD,140,415,yes,yes,27,188.9,124,160.9,102,197.7,100,11.5,5,4
1397,VT,101,510,no,no,0,0.0,0,192.1,119,168.8,95,7.2,4,1
1398,TX,98,408,no,yes,19,110.5,87,227.8,97,243.6,84,11.0,4,1
1399,AZ,104,408,no,no,0,167.6,116,219.2,112,215.9,94,11.7,2,4
1400,VA,115,415,no,no,0,132.0,90,197.5,75,175.8,114,0.0,0,3
1401,WI,112,408,no,no,0,167.8,88,247.9,81,155.1,108,11.9,4,0
1402,NE,70,415,no,no,0,213.4,86,204.7,77,256.6,101,5.7,4,1
1403,KY,126,510,no,no,0,175.4,120,98.3,71,201.9,93,10.6,1,0
1404,NV,87,510,no,yes,39,82.6,113,224.4,63,163.6,88,9.5,1,3
1405,MT,125,510,no,no,0,143.2,80,88.1,94,233.2,135,8.8,7,4
1406,MO,86,415,no,no,0,125.5,139,269.8,93,235.8,110,8.9,8,1
1407,MS,73,415,no,yes,31,82.3,105,256.1,91,229.6,98,11.8,2,6
1408,NM,232,408,no,no,0,165.6,104,195.9,115,118.3,77,11.8,3,1
1409,NJ,1,415,no,yes,30,183.1,95,232.6,110,248.3,110,8.4,2,0
1410,NH,133,408,no,no,0,162.1,91,212.1,94,260.4,78,12.2,5,1
1411,NC,103,510,no,no,0,166.6,84,192.4,91,167.9,115,7.7,6,1
1412,MT,131,415,no,yes,24,135.9,60,233.2,78,210.6,121,9.4,4,1
1413,SD,95,408,no,yes,20,165.7,78,215.6,94,243.3,91,9.8,6,0
1414,VA,182,415,no,no,0,176.1,90,174.9,106,234.7,134,9.7,4,1
1415,LA,99,510,no,no,0,142.3,89,204.5,95,203.1,114,9.1,1,0
1416,NV,27,510,no,no,0,177.6,121,296.8,92,192.9,106,7.6,3,3
1417,AK,141,408,no,no,0,83.2,74,190.6,104,150.5,79,10.7,7,1
1418,OH,29,415,yes,yes,37,235.0,101,183.3,79,139.8,106,5.7,7,2
1419,NM,65,415,no,no,0,105.7,95,141.8,100,180.5,105,6.6,12,2
1420,MI,81,415,yes,no,0,149.4,68,171.9,98,214.5,97,17.9,3,3
1421,MN,37,415,no,yes,20,264.7,81,216.5,110,210.7,102,10.4,7,0
1422,WY,107,510,no,yes,31,160.3,45,221.5,70,261.6,109,5.6,1,1
1423,WY,127,415,yes,yes,28,95.9,117,159.5,131,152.8,132,10.4,3,1
1424,WA,78,408,no,no,0,140.7,77,195.2,114,252.9,107,11.7,5,0
1425,NM,55,510,no,no,0,119.7,148,231.8,96,222.3,113,4.6,2,2
1426,VA,86,415,no,yes,30,99.9,84,263.5,125,254.7,90,9.8,7,2
1427,RI,176,415,no,no,0,250.9,108,171.4,100,148.6,85,9.6,6,2
1428,AL,96,415,yes,no,0,200.6,117,289.5,120,98.3,95,11.2,5,2
1429,WV,11,510,no,yes,38,209.8,130,196.6,84,233.0,79,7.0,7,1
1430,WV,48,415,no,yes,34,198.0,70,273.7,121,217.9,71,7.6,4,1
1431,NJ,127,510,no,no,0,239.8,107,128.9,121,249.9,110,11.3,5,1
1432,TN,63,415,no,no,0,164.5,75,147.9,118,252.7,97,11.2,2,0
1433,MI,79,510,no,no,0,220.9,107,192.2,97,161.0,74,12.2,2,1
1434,UT,47,408,no,yes,37,112.8,150,243.9,97,178.7,112,13.2,6,2
1435,IL,89,415,yes,yes,19,112.6,114,261.7,132,123.5,116,11.1,2,0
1436,MI,83,510,no,yes,26,226.4,117,234.7,97,133.6,82,10.8,7,1
1437,WI,126,415,yes,yes,34,244.9,118,219.6,105,210.8,136,9.7,6,4
1438,ND,60,510,no,no,0,203.2,99,235.8,131,224.9,112,15.1,6,2
